Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,LotArea,Neighborhood,Condition,HouseStyle,YearRemodAdd,SalePrice
577,3,2797,3,1958,2015,1,1,2,5,0,12150,Riverside,Good,2Story,2019,393277
578,8,1728,1,30,1938,2,0,4,8,2,12777,Meadows,Good,Ranch,2011,314993
579,1,3619,0,1179,2002,2,1,6,11,1,7738,Riverside,Fair,2Story,2021,358651
580,3,3461,0,1611,2009,1,0,2,6,2,11564,Suburbs,Fair,Ranch,2015,362702
581,9,1096,2,313,2016,1,1,4,9,0,10282,Lakeside,Excellent,1Story,2023,376661
582,8,2161,2,1635,1944,2,0,1,6,0,6472,OakPark,Good,Ranch,2003,395821
583,2,938,1,1792,1937,2,1,2,6,0,5293,Midtown,Average,1Story,2005,238856
584,1,3374,2,628,1976,2,0,2,5,2,9083,Meadows,Poor,Colonial,2017,326408
585,2,2199,2,1818,1926,3,0,1,8,0,10182,OakPark,Fair,2Story,1937,323207
586,1,1980,1,258,1948,1,0,6,9,0,15621,Suburbs,Average,SplitLevel,2019,226741
587,4,3158,1,2218,1970,2,0,2,6,0,13684,OakPark,Fair,1Story,1995,408486
588,4,2479,1,270,2004,2,1,1,4,0,15470,Hillcrest,Excellent,Ranch,2007,334272
589,9,3841,1,1031,1932,3,1,6,13,0,12880,Midtown,Average,Ranch,1940,477870
590,10,2438,3,2093,2001,3,0,5,9,0,2695,Suburbs,Average,2Story,2014,487055
591,4,3138,0,245,1937,2,1,3,7,0,14312,Lakeside,Poor,2Story,2013,365177
592,6,1149,2,1300,2002,1,1,6,10,0,9504,OakPark,Average,2Story,2008,315890
593,9,821,1,911,1997,2,1,2,8,0,4117,Meadows,Poor,2Story,1998,305209
594,4,1114,0,711,1995,3,0,2,6,1,17305,Hillcrest,Fair,2Story,2002,276945
595,7,1322,1,1241,1956,3,1,6,11,1,17767,Suburbs,Average,Ranch,2004,348660
596,9,3096,3,638,2021,2,0,4,10,0,11837,Midtown,Excellent,2Story,2022,493988
597,7,2499,2,1857,1956,2,1,1,6,0,17376,Lakeside,Fair,2Story,1956,463833
598,6,2612,3,1703,1970,3,1,4,11,1,4334,Riverside,Poor,1Story,1994,429782
599,10,1265,1,1787,1952,3,1,5,12,1,3890,Riverside,Good,2Story,1983,359734
600,6,3184,0,605,1953,3,1,6,11,1,10107,Midtown,Poor,1Story,1964,396184
601,7,2228,0,2123,1944,2,0,4,9,1,18405,Riverside,Excellent,SplitLevel,1996,413627
602,2,1047,2,584,1954,3,0,6,13,1,2210,Midtown,Good,1Story,1966,198412
603,2,3769,3,2150,1973,3,1,6,13,0,7780,OakPark,Fair,2Story,1985,411746
604,2,2445,1,760,1945,1,0,2,6,1,16441,Suburbs,Fair,1Story,1982,286937
605,2,2147,0,1133,1928,2,0,5,9,1,17898,Suburbs,Poor,1Story,1962,275556
606,10,3832,0,396,1947,3,0,4,10,1,17506,OakPark,Excellent,Ranch,1990,478785
607,6,3392,2,1291,1950,2,1,4,7,1,12821,Suburbs,Poor,Ranch,2001,418105
608,3,705,0,2173,1955,3,0,3,10,2,17571,Riverside,Fair,1Story,1996,262076
609,1,3195,2,187,2023,3,1,6,13,0,17877,Riverside,Excellent,1Story,2023,331783
610,8,3296,0,1576,1957,3,0,6,11,2,18535,Downtown,Fair,Ranch,1968,499448
611,5,3356,3,688,1977,1,1,6,9,0,8935,Midtown,Poor,1Story,2004,411060
612,6,2170,2,902,2012,2,1,6,9,0,19515,Meadows,Poor,SplitLevel,2015,380037
613,10,3738,0,1405,1968,3,1,6,13,0,9325,Hillcrest,Poor,SplitLevel,1973,506564
614,10,1370,0,2346,1967,1,1,4,6,1,4027,Lakeside,Good,Ranch,1987,407845
615,6,3866,1,2128,2004,3,0,1,8,0,19638,Meadows,Average,2Story,2013,504814
616,8,1203,2,597,2015,3,0,5,11,1,18461,Suburbs,Average,Colonial,2022,346410
617,4,2627,2,1542,1927,2,0,6,10,0,3722,Midtown,Good,Ranch,1965,374058
618,3,688,3,1382,1974,3,1,3,10,1,4353,Hillcrest,Average,2Story,2018,268610
619,9,2212,0,536,1961,3,0,6,12,1,7363,Midtown,Good,Ranch,1979,390926
620,4,3611,0,1483,2012,3,0,6,11,1,15995,Midtown,Poor,1Story,2017,432435
621,8,1335,0,480,1985,3,1,5,12,0,15238,Lakeside,Poor,1Story,2000,339981
622,10,1306,3,367,2019,2,1,3,9,1,2380,Suburbs,Poor,1Story,2019,370472
623,8,3227,1,94,1995,3,1,3,7,2,7934,Riverside,Good,Ranch,2004,430352
624,2,3523,1,1660,2009,1,1,5,10,0,19003,Suburbs,Fair,1Story,2011,382677
625,10,3447,1,21,1991,2,1,1,4,0,8757,Midtown,Poor,Colonial,2007,457177
626,2,2673,2,1489,1989,1,1,6,8,0,11850,Downtown,Excellent,SplitLevel,2023,351502
627,8,1172,3,1281,1986,2,0,6,9,0,9769,Downtown,Fair,2Story,2005,384824
628,3,3066,1,2423,1965,2,0,6,12,0,10354,Hillcrest,Good,2Story,1990,384990
629,8,941,2,1742,2008,1,0,1,5,0,14194,Midtown,Good,2Story,2018,387074
630,1,3072,1,317,1954,1,0,6,11,0,12792,Suburbs,Average,SplitLevel,1988,278135
631,3,3869,1,1120,1921,1,1,2,7,0,6046,Midtown,Excellent,SplitLevel,1996,376982
632,9,2029,2,2259,1954,3,0,1,6,1,14765,Midtown,Average,Colonial,2005,446271
633,8,3026,1,1061,1921,3,0,6,11,0,14412,Hillcrest,Poor,SplitLevel,2011,432141
634,7,3494,3,749,1976,2,1,5,10,1,16017,Lakeside,Average,1Story,1995,460752
635,7,3756,2,369,2001,1,0,6,9,0,7410,Downtown,Poor,SplitLevel,2018,469630
636,1,2336,1,1964,1983,3,0,4,8,2,8231,Downtown,Good,Colonial,2005,330409
637,4,3626,0,2487,1977,1,0,2,4,1,6368,OakPark,Poor,Ranch,2008,403232
638,2,1984,1,2208,2018,1,1,3,8,1,10675,Lakeside,Poor,Colonial,2021,356176
639,4,1848,0,1896,1999,2,0,3,6,2,17084,OakPark,Average,SplitLevel,2002,379660
640,3,2246,2,36,1932,2,1,2,5,2,18853,Midtown,Good,1Story,1994,315706
641,1,1237,2,926,1980,2,1,3,8,1,7969,Hillcrest,Poor,Ranch,2022,248313
642,6,3660,3,23,1965,3,0,1,6,1,3319,Midtown,Good,Ranch,2012,416283
643,6,729,1,815,1981,3,1,1,8,1,18238,Midtown,Average,Ranch,2013,307966
644,7,1138,0,441,2021,1,0,2,6,2,2447,Lakeside,Poor,SplitLevel,2022,278916
645,10,3620,0,1779,1981,2,1,4,7,1,10118,Midtown,Excellent,2Story,1996,507464
646,5,3471,1,1757,1945,2,0,6,10,0,6873,Lakeside,Poor,2Story,1996,432779
647,1,1721,1,598,1974,1,0,1,3,1,15346,Hillcrest,Fair,2Story,1995,246109
648,7,3237,0,1246,1934,2,1,3,8,1,10092,OakPark,Poor,2Story,1939,407005
649,1,813,2,868,1956,2,1,5,8,1,8056,Hillcrest,Good,SplitLevel,1998,211333
650,1,3397,1,1356,1966,3,1,6,12,0,11042,Lakeside,Excellent,Ranch,1971,378794
651,2,1134,0,168,1995,3,0,2,9,0,4453,OakPark,Average,Ranch,2019,209263
652,1,1123,1,1712,1990,3,1,5,11,1,16695,Suburbs,Good,1Story,2020,285778
653,7,2745,0,683,1996,2,0,3,6,2,3992,Lakeside,Good,Ranch,2017,376891
654,2,1277,3,2086,1969,3,1,4,10,0,8031,Downtown,Fair,Colonial,1982,313543
655,10,3453,0,2100,1978,3,1,3,8,1,10798,Suburbs,Fair,2Story,1980,486460
656,3,1737,1,1107,2021,1,0,2,4,0,13385,OakPark,Average,1Story,2023,294521
657,9,1681,1,1672,1998,2,1,1,4,1,9185,Hillcrest,Fair,SplitLevel,1998,363489
658,10,1035,3,1054,2000,3,0,4,9,1,10807,Lakeside,Excellent,Ranch,2004,409293
659,8,1549,3,1509,1938,2,0,4,8,1,8062,Midtown,Fair,Colonial,2000,395112
660,5,686,2,667,1942,2,0,1,5,0,15972,Lakeside,Good,Ranch,1954,279557
661,9,1162,0,2471,1932,2,1,1,4,0,3433,Midtown,Fair,1Story,1966,371860
662,1,3845,0,435,1989,3,1,6,10,0,6562,Meadows,Excellent,Ranch,1999,342584
663,5,1958,3,632,1951,1,1,6,8,0,3459,Suburbs,Excellent,SplitLevel,1964,268606
664,3,604,1,98,1949,2,1,2,7,1,9401,Riverside,Poor,Ranch,1970,204573
665,2,1519,0,1154,1965,1,1,1,5,0,3420,Midtown,Fair,Ranch,1998,229087
666,7,1215,2,1175,1964,1,1,4,8,1,4502,Downtown,Fair,2Story,1984,338376
667,3,2199,3,1959,1928,1,1,6,10,0,4963,OakPark,Fair,2Story,1977,314520
668,8,3440,3,2464,2021,3,1,2,7,1,15718,Meadows,Excellent,Colonial,2022,554654
669,9,2796,1,1575,1930,3,1,5,10,0,9706,OakPark,Poor,2Story,1932,424428
670,3,1051,0,1430,1966,1,1,4,7,2,15797,Lakeside,Fair,2Story,1969,291778
671,3,1080,1,1546,2013,1,1,3,5,0,4417,Meadows,Excellent,2Story,2013,255110
672,4,915,0,2331,1973,1,0,4,7,2,11814,Meadows,Good,SplitLevel,2001,287809
673,1,1774,0,638,1927,3,0,5,10,2,7254,Downtown,Good,Ranch,2014,259091
674,5,2943,2,931,1974,1,1,1,6,0,8942,Riverside,Excellent,1Story,1988,378889
675,7,1352,0,1918,1981,2,1,4,8,0,14172,Riverside,Fair,SplitLevel,1987,372067
676,6,714,1,1155,1940,3,0,1,6,2,2359,Hillcrest,Fair,Colonial,1965,285752
677,1,1584,2,348,1992,3,0,5,12,0,3574,OakPark,Poor,SplitLevel,1992,261238
678,7,2648,1,1288,2016,2,1,2,5,1,15345,Suburbs,Excellent,2Story,2016,410476
679,10,3860,3,1953,1995,1,1,2,5,1,4580,Suburbs,Fair,2Story,2020,523799
680,3,2654,2,1832,2020,1,1,3,7,2,16119,Downtown,Good,2Story,2021,399387
681,10,3085,0,624,1992,3,1,1,5,0,12143,Suburbs,Good,1Story,2021,424223
682,3,879,2,2361,1966,2,0,1,5,1,10452,Meadows,Average,Ranch,2007,319696
683,3,1107,3,162,1966,2,1,4,8,1,14017,OakPark,Average,1Story,2009,245019
684,1,3142,0,1002,2009,3,0,2,6,1,14314,Midtown,Excellent,Ranch,2022,359998
685,2,1513,3,1893,2005,1,1,4,9,2,17232,Suburbs,Poor,2Story,2008,350866
686,7,1417,3,1346,1928,2,1,5,11,0,17604,Suburbs,Average,Ranch,1932,334022
687,9,1237,3,596,2001,1,1,5,7,2,14461,Downtown,Average,Ranch,2016,394307
688,1,3707,3,1105,1952,3,0,1,6,0,10975,Riverside,Poor,SplitLevel,2009,403118
689,7,2749,1,1062,1943,1,0,4,8,1,7391,Lakeside,Average,Ranch,2004,373342
690,3,3453,3,1452,2008,3,1,1,6,0,6738,OakPark,Average,1Story,2012,419600
691,8,1204,3,1296,1934,3,1,3,7,1,6119,Meadows,Excellent,1Story,1938,356686
692,7,3452,1,2461,1968,1,1,2,5,2,2470,OakPark,Average,1Story,1987,496665
693,5,2656,0,2044,2003,2,1,4,9,1,19775,Riverside,Excellent,SplitLevel,2006,437444
694,6,1324,1,2223,1975,2,1,6,12,1,5251,Suburbs,Poor,1Story,2016,320471
695,1,3124,3,424,1983,3,0,6,13,2,3069,Hillcrest,Good,2Story,1997,342151
696,2,1401,3,509,1964,2,1,6,12,0,14276,Lakeside,Excellent,SplitLevel,1981,265344
697,5,1859,3,989,1920,2,0,1,4,0,14268,OakPark,Average,2Story,1993,344306
698,7,1389,3,211,2022,3,1,2,9,0,15209,OakPark,Excellent,2Story,2023,356295
699,4,1007,1,2065,1935,3,1,6,12,2,7211,OakPark,Fair,1Story,1946,294477
700,10,1226,0,2226,1930,3,1,1,6,1,13734,Midtown,Fair,2Story,1968,402914
701,4,2793,1,1548,2018,2,0,3,6,0,2758,Suburbs,Poor,Ranch,2022,359957
702,5,1339,0,316,1983,2,0,4,7,1,2719,Riverside,Poor,Ranch,2023,270548
703,2,1461,3,1537,1960,3,1,2,7,1,2332,Midtown,Excellent,Colonial,1964,306006
704,6,2582,0,648,1986,3,1,1,6,2,2968,Downtown,Excellent,Colonial,1995,377507
705,4,2094,0,888,1923,2,0,2,5,0,10768,Hillcrest,Good,2Story,1934,278750
706,5,2513,3,1786,1985,2,0,3,7,0,11210,Riverside,Poor,Colonial,2022,431618
707,5,1278,1,1998,1975,2,1,5,10,1,5524,Riverside,Good,2Story,2011,308081
708,2,2440,1,138,1985,2,1,3,8,1,2981,Suburbs,Fair,SplitLevel,2012,285176
709,3,2065,1,297,1947,3,1,3,8,1,6007,Downtown,Average,1Story,1989,292656
710,6,1552,0,1579,1956,3,0,5,10,0,11111,Suburbs,Excellent,Ranch,2011,335911
711,6,3931,2,811,1945,1,1,4,6,1,15803,Suburbs,Poor,Ranch,1966,415861
712,4,2960,0,1167,1922,3,0,4,10,0,15199,Downtown,Excellent,Colonial,1927,356070
713,6,3241,0,284,1980,1,1,6,10,1,12393,OakPark,Good,1Story,2015,374052
714,1,2211,2,1861,1983,3,0,3,7,0,9340,Downtown,Poor,2Story,1989,319664
715,6,3416,3,927,1941,1,0,6,10,2,2161,Downtown,Average,1Story,1955,435432
716,5,1948,3,1105,2009,1,0,5,10,0,6138,OakPark,Fair,Colonial,2023,347321
717,7,3208,3,501,1986,3,0,5,12,1,11192,OakPark,Good,2Story,1991,441524
718,2,2045,1,843,2008,1,0,4,6,0,2430,Lakeside,Good,Ranch,2014,296326
719,8,1028,2,854,1995,3,1,3,10,0,18531,Suburbs,Fair,2Story,2006,337193
720,10,2703,1,1639,1944,1,1,4,7,1,5344,Midtown,Good,1Story,1958,453050
721,4,667,3,766,1954,1,1,6,11,1,10702,Suburbs,Excellent,1Story,1999,234145
722,9,2364,2,217,1976,2,1,1,4,1,15847,Lakeside,Average,2Story,2001,431781
723,3,3033,2,2169,1997,2,1,1,4,0,5639,Lakeside,Poor,1Story,1998,401232
724,9,1013,2,927,1999,3,1,4,11,0,9205,Hillcrest,Good,2Story,2004,358525
725,4,2023,2,2442,1956,3,0,1,6,2,17622,Hillcrest,Fair,2Story,1996,394672
726,6,2464,1,52,2005,2,1,3,6,0,10645,Suburbs,Fair,1Story,2016,326320
727,8,2988,0,2000,1951,2,0,1,4,2,11524,Lakeside,Excellent,Colonial,1972,463560
728,2,1847,2,1853,1982,3,1,5,11,1,10307,OakPark,Good,1Story,2004,299248
729,5,3508,2,2121,2019,3,1,1,7,2,2679,Midtown,Good,2Story,2020,469743
730,10,3635,3,1472,1946,3,0,2,9,0,10975,Meadows,Excellent,2Story,1979,516597
731,6,1956,3,2413,1973,2,1,2,5,2,19041,OakPark,Excellent,1Story,2000,436623
732,6,1781,0,34,1983,3,0,4,9,2,11495,Midtown,Average,Ranch,2001,302342
733,2,3875,2,63,1978,1,0,3,5,0,18002,Hillcrest,Poor,Ranch,2000,370756
734,5,1164,2,1160,2020,3,0,1,7,0,8446,Riverside,Excellent,1Story,2022,330437
735,4,731,3,1452,1951,3,1,4,11,0,10560,Hillcrest,Excellent,SplitLevel,1973,269717
736,6,3894,1,817,1952,1,1,5,8,1,11994,Suburbs,Average,Colonial,2011,403960
737,9,1351,3,1789,1932,1,1,6,10,2,13716,Meadows,Average,Ranch,1991,375719
738,1,2889,0,1724,1931,1,1,2,6,0,19801,Hillcrest,Poor,Ranch,1947,329455
739,7,3344,0,1895,2023,3,1,1,5,0,10853,Suburbs,Average,Colonial,2023,459114
740,6,849,0,2394,2006,3,0,6,11,2,6723,Meadows,Fair,2Story,2010,308094
741,5,3173,2,26,2023,2,0,1,4,0,7014,Suburbs,Excellent,1Story,2023,369172
742,9,2417,3,227,1935,2,1,4,8,0,19914,Hillcrest,Excellent,Ranch,2019,435288
743,10,1104,3,599,2001,1,0,2,5,0,18761,Lakeside,Good,Ranch,2010,402302
744,10,2619,2,1127,1970,2,0,4,10,1,6855,Downtown,Average,Ranch,1977,465145
745,10,2195,0,2377,1958,1,1,1,5,0,17332,Meadows,Average,1Story,1978,414629
746,9,1463,2,2150,1969,3,0,2,7,1,13117,Meadows,Fair,SplitLevel,2019,437595
747,5,2213,0,1981,1968,2,0,5,10,0,12619,OakPark,Excellent,Colonial,2021,351976
748,3,1549,0,435,1983,3,1,3,8,0,5454,Midtown,Good,Ranch,1987,256893
749,1,3106,2,468,1924,3,0,4,10,2,2965,Midtown,Average,1Story,2013,306849
750,10,2879,1,801,1952,2,1,6,11,0,8592,Midtown,Good,Colonial,1976,440266
751,2,2984,0,394,1946,1,0,1,5,1,19910,Suburbs,Average,2Story,2013,268297
752,10,3989,3,2051,1965,2,0,1,7,1,14324,Suburbs,Excellent,1Story,1973,555809
753,9,1821,0,483,1983,1,0,5,9,0,9340,Hillcrest,Average,Ranch,2005,373777
754,5,906,1,2120,1998,3,1,4,8,2,5633,Meadows,Average,1Story,1999,325148
755,6,2326,2,821,1962,1,0,2,6,0,9720,Meadows,Poor,Colonial,2019,321029
756,1,2016,0,1704,1996,3,0,5,12,0,10864,Downtown,Poor,1Story,2011,287297
757,9,1522,2,1767,1981,2,0,1,4,0,8428,Riverside,Poor,Colonial,2011,431460
758,3,2360,3,2250,1937,1,1,1,5,1,8345,OakPark,Good,1Story,1967,364512
759,4,976,0,930,1972,3,0,1,6,0,4510,Downtown,Fair,Ranch,1983,252670
760,10,3283,1,1197,1936,3,1,4,8,0,4502,Hillcrest,Excellent,2Story,1999,472617
761,6,1502,3,1239,1966,3,1,6,11,2,10766,OakPark,Excellent,Colonial,1972,392984
762,10,2591,2,321,1946,1,0,3,6,0,14202,Midtown,Poor,2Story,2002,433106
763,8,1067,0,2043,1924,2,1,5,11,1,4768,Downtown,Average,Colonial,1973,306493
764,7,2418,0,919,1946,2,0,6,12,2,3712,Hillcrest,Poor,Colonial,1990,355565
765,1,3093,2,1075,2023,3,0,1,7,2,16223,Riverside,Poor,1Story,2023,424530
766,5,2790,3,1736,1993,3,1,2,9,1,9806,Midtown,Poor,SplitLevel,2018,427846
767,5,950,1,2223,1957,2,1,1,6,1,10806,Hillcrest,Excellent,1Story,1972,307184
768,5,1332,3,1895,1922,2,0,4,7,1,17735,Lakeside,Good,1Story,1996,387182
769,2,1732,2,262,1976,1,1,3,7,1,6168,Lakeside,Fair,2Story,2015,259515
770,1,1354,3,2375,1960,1,0,1,5,1,2528,OakPark,Excellent,1Story,1990,265939
771,6,1047,0,2076,1976,1,0,2,5,1,14168,Riverside,Poor,Ranch,1994,339067
772,6,1972,3,1534,1980,2,0,2,7,0,11531,Midtown,Excellent,1Story,1986,403121
773,10,1466,2,2092,2011,3,1,2,9,2,3068,Midtown,Good,1Story,2012,487732
774,10,2662,3,2207,2013,1,0,5,10,2,19050,Meadows,Average,SplitLevel,2016,505277
775,10,1800,1,1346,1951,2,0,4,9,0,9898,Meadows,Good,SplitLevel,1961,374831
776,6,3276,3,2478,1949,2,1,2,6,2,10026,Riverside,Excellent,2Story,1982,501165
777,5,1999,2,483,1930,2,1,5,9,2,18193,Lakeside,Fair,Ranch,1931,361628
778,9,3513,3,413,1936,1,1,1,4,0,6337,Riverside,Good,SplitLevel,1952,466048
779,7,3454,1,1201,1935,2,1,5,8,0,4416,OakPark,Good,Ranch,2015,383003
780,5,3703,3,551,2013,1,0,2,4,2,14120,Meadows,Good,SplitLevel,2020,443658
781,3,2683,2,396,1949,2,1,3,6,2,18963,Riverside,Average,SplitLevel,1998,351728
782,3,771,1,1763,1986,2,1,1,6,1,7426,Suburbs,Average,SplitLevel,2017,257636
783,8,1516,1,1181,1953,3,0,2,8,0,5144,Lakeside,Excellent,Colonial,1974,394310
784,9,2803,1,27,1982,1,1,2,6,2,15975,Meadows,Excellent,2Story,2011,410045
785,5,1048,0,1820,1975,2,1,1,5,1,5816,OakPark,Poor,2Story,2021,293951
786,6,1730,3,2100,2006,1,1,1,6,0,19081,OakPark,Fair,Colonial,2007,406406
787,1,1607,1,2401,1968,1,0,3,8,0,17876,Midtown,Good,SplitLevel,1976,312261
788,9,3562,1,13,1975,1,1,5,8,0,3271,Riverside,Average,Colonial,1999,453587
789,10,1561,2,1983,1987,3,0,3,8,1,17894,Meadows,Good,Colonial,2009,432339
790,4,1060,2,1718,1977,2,0,6,12,0,7773,Meadows,Average,1Story,1999,281804
791,7,3486,1,1981,2023,2,1,6,10,0,11533,Hillcrest,Excellent,2Story,2023,504622
792,5,3364,2,1684,1970,2,1,4,9,0,10792,Meadows,Fair,SplitLevel,2010,427917
793,1,1863,3,1678,1948,3,0,5,10,0,12803,Midtown,Excellent,Colonial,1950,320445
794,7,969,2,1444,2018,3,0,6,10,2,8896,OakPark,Excellent,2Story,2019,356009
795,9,2220,1,1188,2022,1,1,3,8,0,10149,Downtown,Poor,1Story,2022,395983
796,1,1242,2,1234,1923,1,0,1,5,0,14381,Riverside,Fair,SplitLevel,1933,243531
797,2,902,3,82,1921,3,0,1,8,0,12229,OakPark,Good,Colonial,2016,229193
798,4,1008,2,2360,1980,2,1,4,7,0,15314,Hillcrest,Good,SplitLevel,2014,331589
799,9,1601,3,70,1983,3,1,3,7,1,9342,Downtown,Good,2Story,2011,376534
800,5,1961,1,342,1932,3,0,2,9,2,10190,Suburbs,Fair,Ranch,2010,312377
801,8,2743,1,241,2018,2,1,4,9,1,6935,Downtown,Average,Colonial,2022,409330
802,4,3692,3,2234,1983,2,0,3,9,1,18856,Suburbs,Poor,Ranch,1987,471110
803,7,1121,0,663,1986,3,0,2,7,1,5724,Downtown,Good,Ranch,1996,298348
804,3,3667,3,1635,1921,2,0,4,9,1,19120,OakPark,Excellent,SplitLevel,1993,414911
805,3,1179,2,2143,2007,1,1,5,9,1,17167,Lakeside,Average,2Story,2012,312794
806,1,1901,3,734,1939,2,0,1,6,0,8529,Suburbs,Excellent,Ranch,1981,247523
807,2,850,3,2434,1940,1,1,6,9,1,2462,Lakeside,Average,SplitLevel,1994,269392
808,10,3741,3,1043,1991,3,0,1,6,0,9092,Hillcrest,Fair,SplitLevel,1997,521337
809,3,3864,3,1352,1993,3,1,6,13,0,7508,Downtown,Fair,2Story,1995,464401
810,3,1275,3,1,1961,1,0,2,7,1,17456,OakPark,Average,Colonial,2009,251115
811,2,1586,3,1545,2019,2,1,3,8,2,12386,Suburbs,Excellent,2Story,2020,343880
812,3,2390,3,2007,2008,2,0,5,11,1,7833,Downtown,Average,Ranch,2019,384235
813,7,1475,1,1566,1967,1,0,2,7,1,19236,Lakeside,Poor,Colonial,1986,362687
814,5,2659,0,2485,1954,1,1,6,11,1,3439,Hillcrest,Average,1Story,1957,401646
815,8,3088,3,2008,1942,2,0,1,6,0,7019,Midtown,Fair,1Story,1995,476090
816,8,3211,0,1287,1932,3,1,2,6,1,12370,Midtown,Excellent,SplitLevel,1998,434965
817,1,3321,3,1705,2005,3,0,1,6,2,6833,Hillcrest,Poor,2Story,2019,421111
818,9,2276,1,13,1959,2,1,1,6,1,4821,Meadows,Poor,1Story,1970,357202
819,3,3588,0,760,1960,3,0,2,6,0,14272,Meadows,Poor,2Story,1999,370960
820,4,3661,1,1271,1926,2,1,2,7,0,12339,Riverside,Fair,2Story,1960,385304
821,4,1325,2,1062,2009,2,1,1,7,1,13914,OakPark,Excellent,Ranch,2022,293385
822,1,2997,3,637,1988,3,0,6,13,1,11459,Lakeside,Average,Colonial,2023,346509
823,5,971,1,1057,1947,2,1,1,4,2,8108,Meadows,Fair,Ranch,2022,257022
824,10,738,2,428,2000,2,0,2,8,1,12967,OakPark,Poor,2Story,2011,366998
825,5,1266,3,2239,1943,1,1,5,10,2,16253,Riverside,Good,2Story,1975,363490
826,8,3379,3,1229,1925,1,0,4,9,1,15131,Downtown,Fair,Colonial,1946,456533
827,5,3044,1,2326,2016,1,0,6,10,0,4962,Hillcrest,Fair,SplitLevel,2023,402471
828,3,1420,1,1234,1959,1,0,2,5,1,4954,Lakeside,Fair,Colonial,2006,284760
829,1,2555,1,1411,1932,2,1,6,10,1,14330,Meadows,Fair,1Story,1981,315938
830,3,2237,2,1159,2006,3,1,5,12,2,4348,OakPark,Good,Colonial,2006,357506
831,4,3092,1,963,1967,2,1,5,8,2,15047,Suburbs,Fair,2Story,1998,374610
832,7,980,2,1573,2003,1,1,2,6,1,14675,Meadows,Poor,SplitLevel,2016,349998
833,3,1269,3,2119,1933,2,0,3,6,1,2400,Midtown,Average,2Story,2006,279901
834,1,2591,3,1730,2018,1,1,4,8,0,16754,OakPark,Good,SplitLevel,2022,357357
835,6,1057,1,1736,1988,2,0,2,5,1,10448,Lakeside,Excellent,Colonial,2017,328838
836,1,1097,3,1885,1966,1,1,3,8,1,11704,Downtown,Excellent,SplitLevel,1977,289279
837,5,2061,3,71,1977,2,1,6,9,2,5659,OakPark,Poor,Colonial,2002,325652
838,2,1116,1,2021,1975,2,1,4,8,2,17021,Downtown,Poor,SplitLevel,1998,311257
839,1,1201,0,1564,1985,3,0,3,9,1,15131,Downtown,Fair,SplitLevel,1990,279031
840,2,3850,1,2338,1953,2,0,6,9,1,17496,Lakeside,Good,SplitLevel,1976,431864
841,5,2654,0,2476,1971,1,1,3,5,1,8787,Downtown,Good,2Story,1988,395685
842,6,997,1,920,1922,3,1,2,6,2,11431,Meadows,Excellent,Ranch,2003,305076
843,10,1946,3,1948,1991,1,1,3,7,1,16561,Midtown,Good,Ranch,2004,465191
844,7,1647,3,132,2004,3,0,6,13,2,13314,Suburbs,Fair,Colonial,2015,356295
845,5,1795,2,1849,2006,2,0,2,6,2,13522,Riverside,Good,1Story,2015,374722
846,4,2137,1,1550,1997,1,0,4,7,0,5625,Hillcrest,Fair,2Story,2021,321649
847,7,2853,3,1441,2016,1,1,5,9,1,13900,Suburbs,Average,Colonial,2022,443857
848,8,1772,3,642,1942,2,1,1,6,1,7644,Suburbs,Good,Colonial,1995,366821
849,7,2280,1,118,1999,1,0,5,7,2,15394,Downtown,Average,Colonial,2006,387563
850,2,2116,0,2463,2021,3,1,5,10,0,17000,OakPark,Fair,2Story,2022,371182
851,4,1921,1,1200,1928,1,0,5,10,1,10029,Meadows,Fair,2Story,1987,280226
852,10,1956,1,1002,1979,3,0,1,5,1,19031,Meadows,Good,1Story,2005,422612
853,5,3532,0,2486,2002,3,0,4,11,0,11599,Riverside,Poor,SplitLevel,2014,462239
854,8,2355,0,424,1938,2,0,6,10,1,15529,OakPark,Fair,2Story,1999,345364
855,4,1683,0,1351,2002,3,0,4,11,0,10519,OakPark,Average,Ranch,2012,314730
856,10,1727,0,573,1938,3,1,1,6,1,13885,Hillcrest,Average,2Story,2010,353086
857,5,2546,3,1207,1939,3,0,2,8,1,10431,Lakeside,Poor,2Story,2013,398580
858,5,2091,3,1953,1999,1,1,6,9,2,18419,OakPark,Excellent,SplitLevel,2011,426460
859,8,3255,1,2151,1981,1,1,4,6,0,13218,Lakeside,Average,2Story,1995,499083
860,2,3262,1,1460,1983,2,0,6,10,0,13913,Downtown,Good,1Story,2004,398255
861,9,875,2,2266,1988,3,0,1,8,2,19135,Lakeside,Fair,SplitLevel,1999,430351
862,4,1535,3,726,1925,3,1,5,11,0,8226,Suburbs,Fair,Colonial,1963,261266
863,1,1450,1,999,1994,3,1,4,8,2,3673,OakPark,Poor,2Story,2009,252674
864,4,1009,1,2450,1982,2,0,5,11,0,16504,Lakeside,Excellent,Colonial,2011,342738
865,1,1631,3,2463,1954,2,0,3,9,2,11298,Hillcrest,Average,Colonial,1985,313002
866,9,1864,3,456,2016,1,1,1,5,2,17417,Meadows,Fair,2Story,2017,426489
867,7,3356,2,387,1976,2,0,2,5,0,8986,Hillcrest,Excellent,SplitLevel,1996,420927
